Region	Tilhørighet2EnhetID	Tilhørighet2	TilhørighetEnhetID	Tilhørighet	EnhetID	Enhetsnavn	Enhetskorttype	Enhetstype (Utledet)	Antall G/K - plasser	Antall budsjetterte plasser	Hjemler	Nedlagt Dato	Eierskapenhet	Lokasjonskode	ePhorte Adm Id	Fylke	Kommune	Adresse	Postnummer	Poststed	Telefon	Nettside	EPost	Orgnr
Øst	1210	UNIPED Admin	2145	Uniped AS	51309	Omsorg 3	Barnevernsinstitusjon	Barnevernsinstitusjon	3	0	/ § 4-2 Akutt, uten samtykke / § 5-1 Omsorgsovertakelse / § 3-2 Hjelpetiltak omsorg		Privat, kommersiell			ØSTFOLD	FREDRIKSTAD	Sletteveien 16	1617	FREDRIKSTAD				997398890
Nord			50995	Betania Almahuset	51322	Almahuset Kirkenes	Barnevernsinstitusjon	Barnevernsinstitusjon	4	0	/ § 3-2 Hjelpetiltak omsorg / § 4-2 Akutt, uten samtykke / § 5-1 Omsorgsovertakelse		Privat, ideell			FINNMARK	SØR-VARANGER	Myrullsvingen 2C	9912	HESSENG				928614093
Midt	48647	Human Care Ung AS	1395	Humana barnevern Trondheim	51331	Sagberget	Barnevernsinstitusjon	Barnevernsinstitusjon	3	0	/ § 4-4 Akuttvedtak om plassering i atferdsinstitusjon / § 3-2 Hjelpetiltak omsorg / § 5-1 Omsorgsovertakelse / § 6-2 Vedtak om plassering i atferdsinstitusjon uten samtykke / § 6-1 Vedtak om opphold i atferdsinstitusjon etter samtykke		Privat, kommersiell			TRØNDELAG	SKAUN	Ormhaugen 1	7350	BUVIKA				929692357
Nord	48647	Human Care Ung AS	46154	Humana Barnevern Harstad	51382	Toppen	Barnevernsinstitusjon	Barnevernsinstitusjon	3	0	/ § 4-4 Akuttvedtak om plassering i atferdsinstitusjon / § 6-1 Vedtak om opphold i atferdsinstitusjon etter samtykke / § 6-2 Vedtak om plassering i atferdsinstitusjon uten samtykke		Privat, kommersiell			TROMS	KVÆFJORD	Toppenvegen 14	9475	BORKENES				830225692
Øst	872	Klokkerhuset ungdomssenter akutt	470	Klokkerhuset us. beredskapshjem	51400	Adrian Vaagsnes	Avdeling	Støttefamilie	0	0			Statlig			OSLO	OSLO	Seilduksgata 23B	0553	OSLO				
Midt	48647	Human Care Ung AS	1395	Humana barnevern Trondheim	49991	Engelsåsen	Barnevernsinstitusjon	Barnevernsinstitusjon	3	0	/ § 4-4 Akuttvedtak om plassering i atferdsinstitusjon / § 6-1 Vedtak om opphold i atferdsinstitusjon etter samtykke / § 6-2 Vedtak om plassering i atferdsinstitusjon uten samtykke / § 3-2 Hjelpetiltak omsorg		Privat, kommersiell			TRØNDELAG	TRONDHEIM	Engelåsvegen 389	7039	TRONDHEIM				928856410
Sør			49996	Omsorgskollektivet AS	49997	Hølleveitunet ungdomssenter	Barnevernsinstitusjon	Barnevernsinstitusjon	3	0	/ § 4-4 Akuttvedtak om plassering i atferdsinstitusjon / § 6-1 Vedtak om opphold i atferdsinstitusjon etter samtykke / § 6-2 Vedtak om plassering i atferdsinstitusjon uten samtykke		Privat, kommersiell			AGDER	KRISTIANSAND	Hølleveien 125	4640	SØGNE				925073334
Øst			50303	SMS Omsorg AS	50634	Askimveien	Barnevernsinstitusjon	Barnevernsinstitusjon	2	0	/ § 3-2 Hjelpetiltak omsorg / § 4-2 Akutt, uten samtykke / § 5-1 Omsorgsovertakelse / § 4-4 Akuttvedtak om plassering i atferdsinstitusjon / § 6-1 Vedtak om opphold i atferdsinstitusjon etter samtykke / § 6-2 Vedtak om plassering i atferdsinstitusjon uten samtykke		Privat, kommersiell			AKERSHUS	NORDRE FOLLO	Askimveien 124	1408	KRÅKSTAD				913358562
Øst			1365	Stendi AS	50678	Kalbakken	Barnevernsinstitusjon	Barnevernsinstitusjon	2	0	/ § 3-2 Hjelpetiltak omsorg / § 4-1 Hjelpetiltak akutt / § 4-2 Akutt, uten samtykke / § 5-1 Omsorgsovertakelse / § 4-4 Akuttvedtak om plassering i atferdsinstitusjon / § 6-1 Vedtak om opphold i atferdsinstitusjon etter samtykke / § 6-2 Vedtak om plassering i atferdsinstitusjon uten samtykke		Privat, kommersiell			OSLO	OSLO	Kristian Bogneruds vei 12	0956	OSLO				
Sør	27879	Aberia Ung AS	52058	Aberia Ung Sør - Agder	50784	Tofte	Barnevernsinstitusjon	Barnevernsinstitusjon	2	0	/ § 5-1 Omsorgsovertakelse / § 6-1 Vedtak om opphold i atferdsinstitusjon etter samtykke / § 6-2 Vedtak om plassering i atferdsinstitusjon uten samtykke		Privat, kommersiell			AGDER	LINDESNES	Tofteveien 88	4516	MANDAL				984331584
Vest	27250	Human Care Ung (tidl Solhaugen)	1378	Humana (tidl Solhaugen Omsorg og behandling AS)	50853	Storesund	Barnevernsinstitusjon	Barnevernsinstitusjon	2	0	/ § 3-2 Hjelpetiltak omsorg / § 4-1 Hjelpetiltak akutt / § 4-2 Akutt, uten samtykke / § 5-1 Omsorgsovertakelse		Privat, kommersiell			ROGALAND	TYSVÆR	Haugen 44	5567	SKJOLDASTRAUMEN				925036226
Øst			1324	Fossumkollektivet	49461	Fossum Ung 1	Barnevernsinstitusjon	Barnevernsinstitusjon	3	0	/ § 6-1 Vedtak om opphold i atferdsinstitusjon etter samtykke / § 4-4 Akuttvedtak om plassering i atferdsinstitusjon / § 6-2 Vedtak om plassering i atferdsinstitusjon uten samtykke		Privat, ideell			ØSTFOLD	INDRE ØSTFOLD	Karjolkroken 186	1820	SPYDEBERG				928546047
Sør	27879	Aberia Ung AS	52058	Aberia Ung Sør - Agder	49482	Villa Villekulla	Barnevernsinstitusjon	Barnevernsinstitusjon	3	0	/ § 3-2 Hjelpetiltak omsorg / § 4-1 Hjelpetiltak akutt / § 4-2 Akutt, uten samtykke / § 5-1 Omsorgsovertakelse / § 6-1 Vedtak om opphold i atferdsinstitusjon etter samtykke / § 6-2 Vedtak om plassering i atferdsinstitusjon uten samtykke / § 4-4 Akuttvedtak om plassering i atferdsinstitusjon		Privat, kommersiell			AGDER	GRIMSTAD	Støleveien 87	4887	GRIMSTAD				928190617
Vest			51194	Næromsorg Vest AS	51458	Leirvik bolig	Barnevernsinstitusjon	Barnevernsinstitusjon	1	0	/ § 3-2 Hjelpetiltak omsorg / § 5-1 Omsorgsovertakelse / § 4-1 Hjelpetiltak akutt / § 4-2 Akutt, uten samtykke / § 4-4 Akuttvedtak om plassering i atferdsinstitusjon / § 6-1 Vedtak om opphold i atferdsinstitusjon etter samtykke / § 6-2 Vedtak om plassering i atferdsinstitusjon uten samtykke		Privat, kommersiell			VESTLAND	STORD	Prestlio 7	5417	STORD				917751919
Øst					51481	Grorud bolig	Barnevernsinstitusjon	Barnevernsinstitusjon	4	0	/ § 4-1 Hjelpetiltak akutt / § 4-2 Akutt, uten samtykke / § 5-1 Omsorgsovertakelse / § 3-2 Hjelpetiltak omsorg		Privat, kommersiell			OSLO	OSLO	Pastor Blaauws vei 30 og 32	0662	OSLO				
Øst			50303	SMS Omsorg AS	51507	Eiklia	Barnevernsinstitusjon	Barnevernsinstitusjon	2	0	/ § 3-2 Hjelpetiltak omsorg / § 4-1 Hjelpetiltak akutt / § 4-2 Akutt, uten samtykke / § 5-1 Omsorgsovertakelse / § 6-1 Vedtak om opphold i atferdsinstitusjon etter samtykke / § 6-2 Vedtak om plassering i atferdsinstitusjon uten samtykke		Privat, kommersiell			AKERSHUS	ÅS	Eiklia 19J	1407	VINTERBRO				913358562
Vest	30529	Haraldsplass Serio Ung	51335	Haraldsplass Serio Ung Region Agder og Rogaland	51519	Hognestadvegen	Barnevernsinstitusjon	Barnevernsinstitusjon	4	0	/ § 3-2 Hjelpetiltak omsorg / § 4-1 Hjelpetiltak akutt / § 4-2 Akutt, uten samtykke / § 5-1 Omsorgsovertakelse / § 4-4 Akuttvedtak om plassering i atferdsinstitusjon / § 6-1 Vedtak om opphold i atferdsinstitusjon etter samtykke / § 6-2 Vedtak om plassering i atferdsinstitusjon uten samtykke		Privat, ideell			ROGALAND	TIME	Hognestadvegen 115	4346	BRYNE				932008874
Vest	27250	Human Care Ung (tidl Solhaugen)	1378	Humana (tidl Solhaugen Omsorg og behandling AS)	51595	Leirvoll	Barnevernsinstitusjon	Barnevernsinstitusjon	3	0	/ § 4-4 Akuttvedtak om plassering i atferdsinstitusjon / § 6-1 Vedtak om opphold i atferdsinstitusjon etter samtykke / § 6-2 Vedtak om plassering i atferdsinstitusjon uten samtykke		Privat, kommersiell			ROGALAND	TYSVÆR	Leirvollvegen 4	5570	AKSDAL				925036226
Sør			48518	Himmelblå AS	51665	Høyås	Barnevernsinstitusjon	Barnevernsinstitusjon	1	0	/ § 3-2 Hjelpetiltak omsorg / § 4-1 Hjelpetiltak akutt / § 4-2 Akutt, uten samtykke / § 5-1 Omsorgsovertakelse / § 4-4 Akuttvedtak om plassering i atferdsinstitusjon / § 6-1 Vedtak om opphold i atferdsinstitusjon etter samtykke / § 6-2 Vedtak om plassering i atferdsinstitusjon uten samtykke		Privat, kommersiell			TELEMARK	SKIEN	Høyåstoppen 5 	3727	SKIEN				815008502
Øst	27250	Human Care Ung (tidl Solhaugen)	1378	Humana (tidl Solhaugen Omsorg og behandling AS)	51672	Vårheim	Barnevernsinstitusjon	Barnevernsinstitusjon	2	0	/ § 4-4 Akuttvedtak om plassering i atferdsinstitusjon / § 6-1 Vedtak om opphold i atferdsinstitusjon etter samtykke / § 6-2 Vedtak om plassering i atferdsinstitusjon uten samtykke		Privat, kommersiell			INNLANDET	VESTRE TOTEN	Vestre Toten veg 1231	2846	BØVERBRU				925036226
Sør	48647	Human Care Ung AS	25133	Humana Barnevern Kristiansand	51721	Drangsholt	Barnevernsinstitusjon	Barnevernsinstitusjon	2	0	/ § 3-2 Hjelpetiltak omsorg / § 4-1 Hjelpetiltak akutt / § 5-1 Omsorgsovertakelse / § 4-2 Akutt, uten samtykke		Privat, kommersiell			AGDER	KRISTIANSAND	Topdalsveien 530	4620	KRISTIANSAND S				932591588
Øst	1365	Stendi AS	28086	Stendi Område Øst	51769	Slottet akuttinstitusjon	Barnevernsinstitusjon	Barnevernsinstitusjon	3	0	/ § 4-4 Akuttvedtak om plassering i atferdsinstitusjon		Privat, kommersiell			AKERSHUS	BÆRUM	Ramstadsletta 31	1363	HØVIK				
Øst			1331	Fagertun Norsk Folkehjelp	51784	Nerkvernvegen	Barnevernsinstitusjon	Barnevernsinstitusjon	4	0	/ § 3-2 Hjelpetiltak omsorg / § 4-2 Akutt, uten samtykke / § 5-1 Omsorgsovertakelse		Privat, ideell			INNLANDET	RINGSAKER	Nerkvernvegen 14	2380	BRUMUNDDAL				932301997
Øst	1365	Stendi AS	28086	Stendi Område Øst	51807	Glassverket bofellesskap	Barnevernsinstitusjon	Barnevernsinstitusjon	2	0	/ § 3-2 Hjelpetiltak omsorg / § 4-1 Hjelpetiltak akutt / § 4-2 Akutt, uten samtykke / § 5-1 Omsorgsovertakelse		Privat, kommersiell			AKERSHUS	BÆRUM	Glassverkveien 33A	1363	HØVIK				
Øst	1365	Stendi AS	28086	Stendi Område Øst	51843	Grorud ved Munkerud bofellesskap	Barnevernsinstitusjon	Barnevernsinstitusjon	3	0	/ § 6-1 Vedtak om opphold i atferdsinstitusjon etter samtykke / § 4-4 Akuttvedtak om plassering i atferdsinstitusjon / § 6-2 Vedtak om plassering i atferdsinstitusjon uten samtykke		Privat, kommersiell			OSLO	OSLO	Grorudveien 42	0976	OSLO				
Øst	1365	Stendi AS	28086	Stendi Område Øst	51844	Seterhøyveien ved Munkerud bofellesskap	Barnevernsinstitusjon	Barnevernsinstitusjon	4	0	/ § 3-2 Hjelpetiltak omsorg / § 4-1 Hjelpetiltak akutt / § 4-2 Akutt, uten samtykke / § 5-1 Omsorgsovertakelse		Privat, kommersiell			OSLO	OSLO	Seterhøyveien 27d	1176	OSLO				
Sør	48647	Human Care Ung AS	48650	Humana Barnevern Øst	51896	Raskenkroken	Barnevernsinstitusjon	Barnevernsinstitusjon	2	0	/ § 3-2 Hjelpetiltak omsorg / § 4-1 Hjelpetiltak akutt / § 4-2 Akutt, uten samtykke / § 5-1 Omsorgsovertakelse / § 6-1 Vedtak om opphold i atferdsinstitusjon etter samtykke / § 6-2 Vedtak om plassering i atferdsinstitusjon uten samtykke / § 4-4 Akuttvedtak om plassering i atferdsinstitusjon		Privat, kommersiell			TELEMARK	PORSGRUNN	Raskenlundvegen 51	3928	PORSGRUNN				929509242
Vest	27879	Aberia Ung AS	52062	Aberia Ung - Rogaland	51915	Tornefjell	Barnevernsinstitusjon	Barnevernsinstitusjon	2	0	/ § 3-2 Hjelpetiltak omsorg / § 5-1 Omsorgsovertakelse / § 4-2 Akutt, uten samtykke / § 4-4 Akuttvedtak om plassering i atferdsinstitusjon / § 6-1 Vedtak om opphold i atferdsinstitusjon etter samtykke / § 6-2 Vedtak om plassering i atferdsinstitusjon uten samtykke		Privat, kommersiell			ROGALAND	STAVANGER	Rollaugs gate 8A	4041	HAFRSFJORD				927252104
Vest	27879	Aberia Ung AS	52062	Aberia Ung - Rogaland	51947	Staraberget	Barnevernsinstitusjon	Barnevernsinstitusjon	4	0	/ § 3-2 Hjelpetiltak omsorg / § 5-1 Omsorgsovertakelse / § 4-2 Akutt, uten samtykke		Privat, kommersiell			ROGALAND	SANDNES	Lindeveien 65	4314	SANDNES				984331584
Sør	27879	Aberia Ung AS	52058	Aberia Ung Sør - Agder	51987	Tromøy	Barnevernsinstitusjon	Barnevernsinstitusjon	2	0	/ § 5-1 Omsorgsovertakelse / § 6-1 Vedtak om opphold i atferdsinstitusjon etter samtykke / § 6-2 Vedtak om plassering i atferdsinstitusjon uten samtykke / § 4-2 Akutt, uten samtykke / § 4-4 Akuttvedtak om plassering i atferdsinstitusjon		Privat, kommersiell			AGDER	ARENDAL	Østre Tromøyvei 548 B	4812	KONGSHAVN				984331584
Øst	1365	Stendi AS	28086	Stendi Område Øst	51995	Sivle	Barnevernsinstitusjon	Barnevernsinstitusjon	2	0	/ § 6-1 Vedtak om opphold i atferdsinstitusjon etter samtykke / § 6-2 Vedtak om plassering i atferdsinstitusjon uten samtykke / § 4-4 Akuttvedtak om plassering i atferdsinstitusjon		Privat, kommersiell			ØSTFOLD	MOSS	Per Sivles vei 5	1511	MOSS				
Vest	27250	Human Care Ung (tidl Solhaugen)	1378	Humana (tidl Solhaugen Omsorg og behandling AS)	52011	Grinde	Barnevernsinstitusjon	Barnevernsinstitusjon	3	0	/ § 6-2 Vedtak om plassering i atferdsinstitusjon uten samtykke / § 6-1 Vedtak om opphold i atferdsinstitusjon etter samtykke / § 4-4 Akuttvedtak om plassering i atferdsinstitusjon		Privat, kommersiell			ROGALAND	TYSVÆR	Grindafjordvegen 203	5570	AKSDAL				925036226
Øst			37941	Stiftelsen KIrkens Bymisjon Oslo	52074	Kirkens bymisjons barneverntiltak - Heggeli ungdomshjem	Barnevernsinstitusjon	Barnevernsinstitusjon	5	0	/ § 4-1 Hjelpetiltak akutt / § 4-2 Akutt, uten samtykke / § 3-2 Hjelpetiltak omsorg / § 5-1 Omsorgsovertakelse		Privat, ideell			OSLO	OSLO	Lindbäckveien 49 G	1163	OSLO				
Øst	27879	Aberia Ung AS	46067	Aurora Omsorg AS Administrasjon	52103	Aurora omsorg - Bestum	Barnevernsinstitusjon	Barnevernsinstitusjon	6	0	/ § 6-1 Vedtak om opphold i atferdsinstitusjon etter samtykke / § 3-2 Hjelpetiltak omsorg / § 3-6 Hjelpetiltak til unge over 18 år / § 4-2 Akutt, uten samtykke / § 4-4 Akuttvedtak om plassering i atferdsinstitusjon / § 5-1 Omsorgsovertakelse / § 6-2 Vedtak om plassering i atferdsinstitusjon uten samtykke		Privat, kommersiell			OSLO	OSLO	Sørvangen 5C og D	0282	OSLO				
Vest	27879	Aberia Ung AS	52061	Aberia Ung - Bergen	52110	Olsvik Sør	Barnevernsinstitusjon	Barnevernsinstitusjon	6	0	/ § 4-2 Akutt, uten samtykke / § 5-1 Omsorgsovertakelse / § 3-2 Hjelpetiltak omsorg / § 4-1 Hjelpetiltak akutt		Privat, kommersiell			VESTLAND	BERGEN	Olsvikskjenet 69 og 73	5184	OLSVIK				984331584
Øst	1365	Stendi AS	28086	Stendi Område Øst	52128	Stendi, Utsikten, Avdeling Bergsund	Barnevernsinstitusjon	Barnevernsinstitusjon	2	0	/ § 3-2 Hjelpetiltak omsorg / § 4-1 Hjelpetiltak akutt / § 4-2 Akutt, uten samtykke / § 5-1 Omsorgsovertakelse		Privat, kommersiell			AKERSHUS	BÆRUM	Hundsundveien 33	1367	SNARØYA				
Vest	51473	Tverrfaglig helsekartlegging avd Vestland - Team 2	52146	Feilregistrert	52145	Feilregistert	Avdeling	Utredningsteam	0	0			Statlig			VESTLAND	BERGEN	Nedre Nattland 69	5099	BERGEN				
Sør			49996	Omsorgskollektivet AS	52150	Panorama	Barnevernsinstitusjon	Barnevernsinstitusjon	2	0	/ § 4-4 Akuttvedtak om plassering i atferdsinstitusjon / § 6-1 Vedtak om opphold i atferdsinstitusjon etter samtykke / § 6-2 Vedtak om plassering i atferdsinstitusjon uten samtykke		Privat, kommersiell			AGDER	KRISTIANSAND	Brattvoll Platå 8	4658	TVEIT				
Vest	27879	Aberia Ung AS	52062	Aberia Ung - Rogaland	52184	Blidensol	Barnevernsinstitusjon	Barnevernsinstitusjon	3	0	/ § 3-2 Hjelpetiltak omsorg / § 5-1 Omsorgsovertakelse / § 4-1 Hjelpetiltak akutt / § 4-2 Akutt, uten samtykke / § 4-4 Akuttvedtak om plassering i atferdsinstitusjon / § 6-1 Vedtak om opphold i atferdsinstitusjon etter samtykke / § 6-2 Vedtak om plassering i atferdsinstitusjon uten samtykke		Privat, kommersiell			ROGALAND	STAVANGER	Øveråsveien 11	4016	STAVANGER				984331584
Sør			52191	BevisstUng Bolig	52192	Skott	Barnevernsinstitusjon	Barnevernsinstitusjon	2	0	/ § 6-1 Vedtak om opphold i atferdsinstitusjon etter samtykke / § 6-2 Vedtak om plassering i atferdsinstitusjon uten samtykke		Privat, kommersiell			BUSKERUD	ØVRE EIKER	Skotselvvegen 226B	3302	HOKKSUND				933155404
Sør			52212	Novita Omsorg AS	52213	Melum	Barnevernsinstitusjon	Barnevernsinstitusjon	2	0	/ § 6-1 Vedtak om opphold i atferdsinstitusjon etter samtykke / § 6-2 Vedtak om plassering i atferdsinstitusjon uten samtykke / § 4-4 Akuttvedtak om plassering i atferdsinstitusjon		Privat, kommersiell			TELEMARK	SKIEN	Dolvavegen 80	3729	SKIEN				
Vest			1332	Voss Barnevernsenter	52242	Øvrebø	Barnevernsinstitusjon	Barnevernsinstitusjon	1	0	/ § 3-2 Hjelpetiltak omsorg / § 5-1 Omsorgsovertakelse		Privat, ideell			VESTLAND	VOSS	Øvrebøvegen 17	5710	SKULESTADMO				933414442
Øst	1365	Stendi AS	28086	Stendi Område Øst	52281	Ramstadsletta akuttinstitusjon 1	Barnevernsinstitusjon	Barnevernsinstitusjon	3	0	/ § 4-4 Akuttvedtak om plassering i atferdsinstitusjon		Privat, kommersiell			AKERSHUS	BÆRUM	Ramstadsletta 27	1363	HØVIK				
Sør	872	Klokkerhuset ungdomssenter akutt	470	Klokkerhuset us. beredskapshjem	52293	Klokkerhuset ungdomssenter akutt, avd. beredskapshjem	Avdeling	Støttefamilie	0	0			Statlig			TELEMARK	SKIEN	Langårdveien 2	3716	SKIEN				
Sør	27879	Aberia Ung AS	52058	Aberia Ung Sør - Agder	52297	Lone	Barnevernsinstitusjon	Barnevernsinstitusjon	3	0	/ § 3-2 Hjelpetiltak omsorg / § 4-2 Akutt, uten samtykke / § 5-1 Omsorgsovertakelse / § 4-4 Akuttvedtak om plassering i atferdsinstitusjon / § 6-1 Vedtak om opphold i atferdsinstitusjon etter samtykke / § 6-2 Vedtak om plassering i atferdsinstitusjon uten samtykke		Privat, kommersiell			AGDER	KRISTIANSAND	Lohneveien 244	4642	SØGNE				984331584
Øst			52375	Team Up Trygg AS	52376	Kjørkjevegen	Barnevernsinstitusjon	Barnevernsinstitusjon	2	0	/ § 3-2 Hjelpetiltak omsorg / § 5-1 Omsorgsovertakelse / § 4-1 Hjelpetiltak akutt / § 4-2 Akutt, uten samtykke		Privat, kommersiell			INNLANDET	ØSTRE TOTEN	Kjørkjevegen 76	2820	NORDRE TOTEN				930035319
Midt			52423	Kvamsgrindkollektivet	52424	Kvamsgrindkollektivet	Barnevernsinstitusjon	Barnevernsinstitusjon	4	0	/ § 4-4 Akuttvedtak om plassering i atferdsinstitusjon / § 6-1 Vedtak om opphold i atferdsinstitusjon etter samtykke / § 6-2 Vedtak om plassering i atferdsinstitusjon uten samtykke		Privat, ideell			TRØNDELAG	TRONDHEIM	Brattsbergveien 255	7036	TRONDHEIM				992085452
Sør			38250	Cura Kompetanse AS	52427	New York	Barnevernsinstitusjon	Barnevernsinstitusjon	1	0	/ § 3-2 Hjelpetiltak omsorg / § 4-1 Hjelpetiltak akutt / § 4-2 Akutt, uten samtykke / § 5-1 Omsorgsovertakelse / § 4-4 Akuttvedtak om plassering i atferdsinstitusjon / § 6-1 Vedtak om opphold i atferdsinstitusjon etter samtykke / § 6-2 Vedtak om plassering i atferdsinstitusjon uten samtykke		Privat, kommersiell			TELEMARK	PORSGRUNN	Nyorkgata 5	3911	PORSGRUNN				
Øst	27879	Aberia Ung AS	52063	Aberia Ung - Østfold	52432	Opstad	Barnevernsinstitusjon	Barnevernsinstitusjon	3	0	/ § 3-2 Hjelpetiltak omsorg / § 5-1 Omsorgsovertakelse		Privat, kommersiell			ØSTFOLD	SARPSBORG	Stevneveien 9C	1719	GREÅKER				984331584
Øst	1365	Stendi AS	28086	Stendi Område Øst	52471	Ramstadsletta behandling	Barnevernsinstitusjon	Barnevernsinstitusjon	5	0	/ § 4-4 Akuttvedtak om plassering i atferdsinstitusjon / § 6-1 Vedtak om opphold i atferdsinstitusjon etter samtykke / § 6-2 Vedtak om plassering i atferdsinstitusjon uten samtykke		Privat, kommersiell			AKERSHUS	BÆRUM	Solvikveien 8	1363	HØVIK				
Vest	30529	Haraldsplass Serio Ung	51335	Haraldsplass Serio Ung Region Agder og Rogaland	52473	Eikeland	Barnevernsinstitusjon	Barnevernsinstitusjon	3	0	/ § 3-2 Hjelpetiltak omsorg / § 4-2 Akutt, uten samtykke / § 5-1 Omsorgsovertakelse / § 4-4 Akuttvedtak om plassering i atferdsinstitusjon / § 6-1 Vedtak om opphold i atferdsinstitusjon etter samtykke / § 6-2 Vedtak om plassering i atferdsinstitusjon uten samtykke		Privat, ideell			ROGALAND	TIME	Ødegårdsveien 27	4342	UNDHEIM				
Vest	1365	Stendi AS	28085	Stendi Område Sør og Vest	52515	Dybing	Barnevernsinstitusjon	Barnevernsinstitusjon	4	0	/ § 6-2 Vedtak om plassering i atferdsinstitusjon uten samtykke / § 6-1 Vedtak om opphold i atferdsinstitusjon etter samtykke / § 5-1 Omsorgsovertakelse / § 4-4 Akuttvedtak om plassering i atferdsinstitusjon / § 4-2 Akutt, uten samtykke / § 4-1 Hjelpetiltak akutt / § 3-2 Hjelpetiltak omsorg		Privat, kommersiell			ROGALAND	LUND	Dybingveien 139	4463	UALAND				
Vest	27879	Aberia Ung AS	52061	Aberia Ung - Bergen	52676	Skjergarden	Barnevernsinstitusjon	Barnevernsinstitusjon	3	0	/ § 3-2 Hjelpetiltak omsorg / § 4-1 Hjelpetiltak akutt / § 4-2 Akutt, uten samtykke / § 5-1 Omsorgsovertakelse / § 4-4 Akuttvedtak om plassering i atferdsinstitusjon / § 6-1 Vedtak om opphold i atferdsinstitusjon etter samtykke / § 6-2 Vedtak om plassering i atferdsinstitusjon uten samtykke		Privat, kommersiell			VESTLAND	ØYGARDEN	Skjergardsvegen 1263	5363	ÅGOTNES				984331584
Øst			50303	SMS Omsorg AS	52720	Åsen	Barnevernsinstitusjon	Barnevernsinstitusjon	2	0	/ § 3-2 Hjelpetiltak omsorg / § 5-1 Omsorgsovertakelse / § 4-4 Akuttvedtak om plassering i atferdsinstitusjon / § 6-2 Vedtak om plassering i atferdsinstitusjon uten samtykke		Privat, kommersiell			AKERSHUS	NORDRE FOLLO	Kruttmølleveien 43	1414	TROLLÅSEN				
Øst	1365	Stendi AS	28086	Stendi Område Øst	52789	Villahaugen	Barnevernsinstitusjon	Barnevernsinstitusjon	3	0	/ § 3-2 Hjelpetiltak omsorg / § 4-1 Hjelpetiltak akutt / § 4-2 Akutt, uten samtykke / § 5-1 Omsorgsovertakelse		Privat, kommersiell			OSLO	OSLO	Dalsveien 31F	0775	OSLO				
Øst	1365	Stendi AS	28086	Stendi Område Øst	52811	Lønnås	Barnevernsinstitusjon	Barnevernsinstitusjon	3	0	/ § 3-2 Hjelpetiltak omsorg / § 4-1 Hjelpetiltak akutt / § 4-2 Akutt, uten samtykke / § 5-1 Omsorgsovertakelse		Privat, kommersiell			AKERSHUS	NESODDEN	Kirkeveien 296	1458	FJELLSTRAND				
Øst	1365	Stendi AS	28086	Stendi Område Øst	52852	Ribston bofellesskap	Barnevernsinstitusjon	Barnevernsinstitusjon	3	0	/ § 4-2 Akutt, uten samtykke / § 4-1 Hjelpetiltak akutt / § 3-2 Hjelpetiltak omsorg / § 5-1 Omsorgsovertakelse		Privat, kommersiell			OSLO	OSLO	Jeppes vei 14	0768	OSLO				
Øst			50303	SMS Omsorg AS	52864	Gamleveien	Barnevernsinstitusjon	Barnevernsinstitusjon	1	0	/ § 3-2 Hjelpetiltak omsorg / § 5-1 Omsorgsovertakelse		Privat, kommersiell			AKERSHUS	NORDRE FOLLO	Gamleveien 47 A	1406	SKI				
Midt	27879	Aberia Ung AS	46067	Aurora Omsorg AS Administrasjon	52893	Heimdal	Barnevernsinstitusjon	Barnevernsinstitusjon	2	0	/ § 3-2 Hjelpetiltak omsorg / § 4-2 Akutt, uten samtykke / § 5-1 Omsorgsovertakelse / § 4-4 Akuttvedtak om plassering i atferdsinstitusjon / § 6-1 Vedtak om opphold i atferdsinstitusjon etter samtykke / § 6-2 Vedtak om plassering i atferdsinstitusjon uten samtykke		Privat, kommersiell			TRØNDELAG	TRONDHEIM	Peder Morsets veg 7	7072	HEIMDAL				
Øst			1210	UNIPED Admin	52904	St Olavs omsorg	Barnevernsinstitusjon	Barnevernsinstitusjon	3	0	/ § 3-2 Hjelpetiltak omsorg / § 4-2 Akutt, uten samtykke / § 5-1 Omsorgsovertakelse		Privat, kommersiell			ØSTFOLD	SARPSBORG	Dronningensgate 69	1723	SARPSBORG				
Sør			49996	Omsorgskollektivet AS	52905	Helleåsveien	Barnevernsinstitusjon	Barnevernsinstitusjon	2	0	/ § 4-4 Akuttvedtak om plassering i atferdsinstitusjon / § 6-1 Vedtak om opphold i atferdsinstitusjon etter samtykke / § 6-2 Vedtak om plassering i atferdsinstitusjon uten samtykke		Privat, kommersiell			TELEMARK	PORSGRUNN	Helleåsvegen 5	3950	BREVIK				
Vest	27825	Frelsesarmeens seksjon for oppvekst	48636	Frelsesarmeen institusjon, enhet vest	52910	Nyheim	Barnevernsinstitusjon	Barnevernsinstitusjon	4	0	/ § 3-2 Hjelpetiltak omsorg / § 4-2 Akutt, uten samtykke / § 5-1 Omsorgsovertakelse		Privat, ideell			ROGALAND	SANDNES	Arne Garborgs vei 17B	4319	SANDNES				934311108
